genes	t	S	N	dNdS	dN	dS
XP_015757124.1_aten_0.1.m1.20220.m1	0.1213	1339.7	3619.3	0.2830	0.0240	0.0848
XP_015757130.1_aten_0.1.m1.38074.m1	0.0915	287.2	837.8	0.6921	0.0274	0.0396
XP_015757142.1_aten_0.1.m1.16286.m1	0.9589	242.0	763.0	0.6957	0.2892	0.4156
XP_015757144.1_aten_0.1.m1.7287.m1	0.1979	446.1	1260.9	0.5068	0.0526	0.1037
XP_015757157.1_aten_0.1.m1.4157.m1	0.1827	434.2	1296.8	0.5025	0.0488	0.0971
XP_015757162.1_aten_0.1.m1.4176.m1	0.1215	304.5	904.5	0.8100	0.0382	0.0472
XP_015757164.1_aten_0.1.m1.4179.m1	0.2050	222.3	638.7	0.5284	0.0555	0.1051
XP_015757187.1_aten_0.1.m1.29027.m1	0.1418	1335.8	3779.2	0.1867	0.0221	0.1184
XP_015757192.1_aten_0.1.m1.759.m1	0.1418	460.5	1312.5	0.2813	0.0284	0.1010
XP_015757193.1_aten_0.1.m1.760.m1	0.0953	413.0	1066.0	0.0576	0.0057	0.0990
XP_015757196.1_aten_0.1.m1.776.m1	0.1825	297.3	980.7	0.2226	0.0336	0.1508
XP_015757201.1_aten_0.1.m1.793.m1	0.3774	260.2	1002.8	0.3892	0.0951	0.2443
XP_015757202.1_aten_0.1.m1.788.m1	0.5355	214.3	775.7	0.5186	0.1486	0.2866
XP_015757203.1_aten_0.1.m1.799.m1	0.3070	492.0	1557.0	0.4940	0.0821	0.1663
XP_015757205.1_aten_0.1.m1.795.m1	0.5279	235.1	862.9	0.4071	0.1341	0.3295
XP_015757208.1_aten_0.1.m1.802.m1	0.3716	516.6	1730.4	0.4642	0.0979	0.2109
XP_015757209.1_aten_0.1.m1.806.m1	0.1493	369.1	1205.9	0.1698	0.0232	0.1366
XP_015757211.1_aten_0.1.m1.29020.m1	0.0966	179.2	486.8	0.3213	0.0205	0.0639
XP_015757212.1_aten_0.1.m1.749.m1	0.3019	125.7	372.3	0.6035	0.0863	0.1430
XP_015757213.1_aten_0.1.m1.29024.m1	0.0526	275.2	672.8	0.1823	0.0076	0.0418
XP_015757218.1_aten_0.1.m1.29025.m1	0.0896	176.5	510.5	0.0856	0.0080	0.0932
XP_015757219.1_aten_0.1.m1.29014.m1	0.1355	411.5	1217.5	0.3806	0.0320	0.0841
XP_015757220.1_aten_0.1.m1.29028.m1	0.0830	296.7	768.3	0.1193	0.0091	0.0759
XP_015757227.1_aten_0.1.m1.753.m1	0.0956	246.8	668.2	0.1958	0.0151	0.0772
XP_015757228.1_aten_0.1.m1.757.m1	0.1713	499.7	1315.3	0.1996	0.0271	0.1360
XP_015757232.1_aten_0.1.m1.771.m1	0.2258	220.1	664.9	0.2939	0.0471	0.1603
XP_015757233.1_aten_0.1.m1.763.m1	0.1276	166.5	466.5	0.1288	0.0153	0.1188
XP_015757234.1_aten_0.1.m1.762.m1	0.1084	145.3	424.7	0.1796	0.0167	0.0930
XP_015757238.1_aten_0.1.m1.765.m1	0.1113	156.5	449.5	0.2815	0.0224	0.0794
XP_015757241.1_aten_0.1.m1.773.m1	0.0953	242.6	654.4	0.2102	0.0158	0.0749
XP_015757242.1_aten_0.1.m1.782.m1	0.1801	156.2	494.8	0.4309	0.0456	0.1058
XP_015757250.1_aten_0.1.m1.780.m1	0.1291	524.7	1272.3	0.3830	0.0293	0.0764
XP_015757251.1_aten_0.1.m1.791.m1	0.1181	144.9	389.1	0.1178	0.0130	0.1103
XP_015757252.1_aten_0.1.m1.792.m1	0.5038	131.3	405.7	1.0015	0.1680	0.1678
XP_015757253.1_aten_0.1.m1.785.m1	0.0811	564.0	1470.0	0.2523	0.0148	0.0588
XP_015757255.1_aten_0.1.m1.7250.m1	0.4240	177.4	599.6	0.3446	0.0985	0.2860
XP_015757257.1_aten_0.1.m1.797.m1	0.0759	395.5	1005.5	0.3358	0.0162	0.0483
XP_015757259.1_aten_0.1.m1.794.m1	0.1219	1450.1	3994.9	0.2557	0.0229	0.0895
XP_015757260.1_aten_0.1.m1.801.m1	0.3993	198.3	578.7	0.8527	0.1275	0.1495
XP_015757280.1_aten_0.1.m1.9676.m1	0.2460	596.1	1761.9	0.4357	0.0618	0.1418
XP_015757282.1_aten_0.1.m1.7255.m1	0.5739	356.2	1266.8	0.4943	0.1562	0.3160
XP_015757293.1_aten_0.1.m1.7241.m1	0.4099	183.7	737.3	0.4089	0.1061	0.2594
XP_015757312.1_aten_0.1.m1.7238.m1	0.1514	262.2	763.8	0.1789	0.0232	0.1298
XP_015757314.1_aten_0.1.m1.9681.m1	0.1742	113.8	327.2	0.4592	0.0445	0.0970
XP_015757318.1_aten_0.1.m1.12292.m1	0.1755	978.7	2582.3	0.1792	0.0259	0.1445
XP_015757320.1_aten_0.1.m1.12301.m1	0.2913	314.9	1023.1	0.3903	0.0710	0.1819
XP_015757323.1_aten_0.1.m1.12305.m1	0.2218	202.7	568.3	0.1778	0.0334	0.1877
XP_015757324.1_aten_0.1.m1.12302.m1	0.2256	815.7	2619.3	0.2836	0.0470	0.1657
XP_015757327.1_aten_0.1.m1.12320.m1	0.2236	127.4	400.6	0.1925	0.0370	0.1924
XP_015757328.1_aten_0.1.m1.12313.m1	0.2846	410.0	1237.0	0.4937	0.0756	0.1531
XP_015757331.1_aten_0.1.m1.12323.m1	0.2105	514.9	1720.1	0.3287	0.0477	0.1452
XP_015757333.1_aten_0.1.m1.12322.m1	0.3600	1086.1	3218.9	0.5037	0.0961	0.1908
XP_015757334.1_aten_0.1.m1.12332.m1	0.2188	206.8	705.2	0.2456	0.0430	0.1751
XP_015757340.1_aten_0.1.m1.12358.m1	0.1711	395.6	1209.4	0.3792	0.0406	0.1071
XP_015757343.1_aten_0.1.m1.12232.m1	0.2090	186.3	599.7	0.3632	0.0492	0.1355
XP_015757345.1_aten_0.1.m1.12286.m1	0.0992	428.0	1258.0	0.0961	0.0098	0.1015
XP_015757349.1_aten_0.1.m1.12285.m1	0.0929	130.1	457.9	0.0815	0.0089	0.1088
XP_015757350.1_aten_0.1.m1.12297.m1	0.1608	126.1	443.9	0.6333	0.0475	0.0750
XP_015757354.1_aten_0.1.m1.12309.m1	0.1270	309.3	938.7	0.1475	0.0174	0.1180
XP_015757355.1_aten_0.1.m1.12296.m1	0.2386	184.1	631.9	0.1955	0.0412	0.2110
XP_015757366.1_aten_0.1.m1.12306.m1	0.1417	494.3	1557.7	0.2993	0.0302	0.1009
XP_015757367.1_aten_0.1.m1.12311.m1	0.0849	552.9	1547.1	0.1221	0.0098	0.0801
XP_015757371.1_aten_0.1.m1.12312.m1	0.2051	323.9	1011.1	0.2785	0.0420	0.1507
XP_015757372.1_aten_0.1.m1.12319.m1	0.0722	181.4	550.6	0.0422	0.0036	0.0861
XP_015757376.1_aten_0.1.m1.12314.m1	0.1158	122.8	330.2	0.1992	0.0185	0.0928
XP_015757380.1_aten_0.1.m1.12331.m1	0.1364	415.0	1184.0	0.2353	0.0247	0.1048
XP_015757381.1_aten_0.1.m1.12325.m1	0.1109	338.2	945.8	0.2694	0.0216	0.0801
XP_015757383.1_aten_0.1.m1.12330.m1	0.0777	262.6	829.4	0.1764	0.0122	0.0691
XP_015757390.1_aten_0.1.m1.12335.m1	0.2106	339.7	881.3	0.7509	0.0643	0.0856
XP_015757392.1_aten_0.1.m1.12333.m1	0.2757	239.8	756.2	0.4312	0.0697	0.1617
XP_015757395.1_aten_0.1.m1.12337.m1	0.1901	290.6	897.4	0.3911	0.0459	0.1173
XP_015757403.1_aten_0.1.m1.12343.m1	0.2055	272.5	717.5	0.8981	0.0664	0.0740
XP_015757404.1_aten_0.1.m1.12341.m1	0.2478	173.0	625.0	0.5332	0.0694	0.1302
XP_015757411.1_aten_0.1.m1.12353.m1	0.0756	323.9	957.1	0.1803	0.0117	0.0650
XP_015757412.1_aten_0.1.m1.12359.m1	0.0882	309.9	905.1	0.3537	0.0201	0.0567
XP_015757413.1_aten_0.1.m1.12348.m1	0.1646	233.1	801.9	0.8304	0.0525	0.0632
XP_015757414.1_aten_0.1.m1.12351.m1	0.0738	261.6	782.4	0.0283	0.0026	0.0904
XP_015757419.1_aten_0.1.m1.12350.m1	0.0624	400.4	1345.6	0.0474	0.0037	0.0782
XP_015757420.1_aten_0.1.m1.12355.m1	0.0807	270.1	797.9	0.1843	0.0127	0.0689
XP_015757423.1_aten_0.1.m1.12361.m1	0.0889	331.7	1126.3	0.3552	0.0210	0.0591
XP_015757424.1_aten_0.1.m1.12365.m1	0.1290	323.8	927.2	0.5517	0.0355	0.0644
XP_015757427.1_aten_0.1.m1.12364.m1	0.0937	112.8	487.2	0.1088	0.0123	0.1130
XP_015757429.1_aten_0.1.m1.30539.m1	0.0505	209.9	615.1	0.1401	0.0066	0.0469
XP_015757441.1_aten_0.1.m1.30554.m1	0.0938	465.6	1361.4	0.1873	0.0149	0.0793
XP_015757445.1_aten_0.1.m1.30544.m1	0.0911	458.3	1131.7	0.6462	0.0262	0.0406
XP_015757446.1_aten_0.1.m1.30542.m1	0.0724	320.7	954.3	0.0505	0.0042	0.0834
XP_015757447.1_aten_0.1.m1.30546.m1	0.2565	159.9	575.1	0.3094	0.0576	0.1860
XP_015757450.1_aten_0.1.m1.30556.m1	0.0788	108.3	251.7	0.8402	0.0248	0.0296
XP_015757451.1_aten_0.1.m1.30543.m1	0.1118	467.5	1512.5	0.2387	0.0213	0.0891
XP_015757452.1_aten_0.1.m1.30545.m1	0.0367	296.5	804.5	0.2193	0.0062	0.0285
XP_015757455.1_aten_0.1.m1.30549.m1	0.0969	406.1	1318.9	0.1362	0.0130	0.0952
XP_015757459.1_aten_0.1.m1.12250.m1	0.1456	407.5	1293.5	0.0897	0.0142	0.1577
XP_015757463.1_aten_0.1.m1.1231.m1	0.5522	503.2	1413.8	0.6429	0.1606	0.2499
XP_015757464.1_aten_0.1.m1.30274.m1	0.1363	611.5	1521.5	0.1413	0.0166	0.1172
XP_015757465.1_aten_0.1.m1.30275.m1	0.5415	128.4	399.6	0.4196	0.1351	0.3219
XP_015757472.1_aten_0.1.m1.30256.m1	0.2418	242.8	687.2	0.2761	0.0478	0.1733
XP_015757480.1_aten_0.1.m1.30312.m1	0.1502	442.8	1096.2	1.4178	0.0547	0.0386
XP_015757482.1_aten_0.1.m1.12248.m1	0.1259	431.2	1323.8	0.0455	0.0068	0.1498
XP_015757496.1_aten_0.1.m1.12243.m1	0.1367	282.8	800.2	0.0150	0.0025	0.1674
XP_015757497.1_aten_0.1.m1.30297.m1	0.2657	201.1	554.9	0.4467	0.0666	0.1491
XP_015757517.1_aten_0.1.m1.30276.m1	0.1865	291.2	743.8	0.5102	0.0489	0.0959
XP_015757540.1_aten_0.1.m1.26196.m1	0.2688	401.2	1203.8	0.3710	0.0629	0.1696
XP_015757543.1_aten_0.1.m1.12235.m1	0.9107	118.4	451.6	0.3141	0.2089	0.6649
XP_015757545.1_aten_0.1.m1.26200.m1	0.1210	217.8	625.2	0.0913	0.0113	0.1237
XP_015757547.1_aten_0.1.m1.26187.m1	0.1474	344.4	945.6	0.3225	0.0315	0.0976
XP_015757553.1_aten_0.1.m1.26189.m1	0.0758	213.4	542.6	0.0462	0.0037	0.0800
XP_015757554.1_aten_0.1.m1.26192.m1	0.1623	90.7	236.3	0.3290	0.0346	0.1050
XP_015757556.1_aten_0.1.m1.5986.m1	0.2037	500.3	1341.7	0.2230	0.0349	0.1564
XP_015757557.1_aten_0.1.m1.5985.m1	0.1902	232.3	733.7	0.3387	0.0432	0.1274
XP_015757559.1_aten_0.1.m1.5976.m1	0.2465	201.8	491.2	0.2763	0.0466	0.1687
XP_015757568.1_aten_0.1.m1.5947.m1	0.2787	933.0	3201.0	0.3552	0.0659	0.1855
XP_015757574.1_aten_0.1.m1.5941.m1	0.4953	313.0	1019.0	0.3451	0.1142	0.3309
XP_015757575.1_aten_0.1.m1.5939.m1	0.2097	343.7	988.3	0.4518	0.0532	0.1178
XP_015757578.1_aten_0.1.m1.5926.m1	0.4230	669.3	2711.7	0.3968	0.1084	0.2731
XP_015757579.1_aten_0.1.m1.5927.m1	0.2370	529.5	1750.5	0.2273	0.0442	0.1942
XP_015757580.1_aten_0.1.m1.5924.m1	0.1451	332.9	1005.1	0.2475	0.0275	0.1112
XP_015757584.1_aten_0.1.m1.5974.m1	0.2102	268.1	631.9	0.5751	0.0574	0.0999
XP_015757596.1_aten_0.1.m1.5975.m1	0.2420	270.1	917.9	0.2774	0.0507	0.1826
XP_015757598.1_aten_0.1.m1.22870.m1	0.4382	355.4	913.6	0.4794	0.1120	0.2336
XP_015757607.1_aten_0.1.m1.5967.m1	0.0899	319.4	778.6	0.2142	0.0145	0.0677
XP_015757613.1_aten_0.1.m1.5945.m1	0.1450	184.3	649.7	0.1371	0.0202	0.1475
XP_015757615.1_aten_0.1.m1.5938.m1	0.0644	249.2	698.8	0.1494	0.0086	0.0576
XP_015757616.1_aten_0.1.m1.5940.m1	0.1325	276.6	755.4	0.4001	0.0315	0.0787
XP_015757625.1_aten_0.1.m1.5931.m1	0.0422	196.1	520.9	0.0408	0.0019	0.0464
XP_015757633.1_aten_0.1.m1.5921.m1	0.0601	243.2	725.8	0.4568	0.0154	0.0338
XP_015757637.1_aten_0.1.m1.5923.m1	0.0844	221.4	558.6	0.0631	0.0054	0.0855
XP_015757651.1_aten_0.1.m1.20357.m1	0.1934	249.1	689.9	0.3639	0.0440	0.1210
XP_015757662.1_aten_0.1.m1.9336.m1	1.4282	197.4	714.6	0.3309	0.3311	1.0006
XP_015757665.1_aten_0.1.m1.9320.m1	0.1921	209.5	603.5	0.6908	0.0574	0.0831
XP_015757672.1_aten_0.1.m1.12224.m1	0.0878	89.3	237.7	0.6263	0.0252	0.0402
XP_015757695.1_aten_0.1.m1.9358.m1	0.0737	467.8	1197.2	0.1300	0.0085	0.0656
XP_015757700.1_aten_0.1.m1.12227.m1	0.1805	152.3	438.7	0.4917	0.0475	0.0966
XP_015757710.1_aten_0.1.m1.9323.m1	0.1548	109.6	301.4	1.1146	0.0531	0.0476
XP_015757711.1_aten_0.1.m1.9316.m1	0.1213	853.0	2141.0	0.2866	0.0237	0.0826
XP_015757716.1_aten_0.1.m1.12215.m1	0.0717	252.9	734.1	0.0942	0.0069	0.0732
XP_015757732.1_aten_0.1.m1.14803.m1	0.1959	221.4	807.6	0.2523	0.0399	0.1580
XP_015757733.1_aten_0.1.m1.14800.m1	0.3950	239.5	702.5	0.3444	0.0887	0.2576
XP_015757738.1_aten_0.1.m1.14820.m1	0.1919	285.9	755.1	0.1732	0.0277	0.1598
XP_015757739.1_aten_0.1.m1.14815.m1	0.1599	367.9	1111.1	0.3093	0.0343	0.1108
XP_015757740.1_aten_0.1.m1.14816.m1	0.1258	219.2	623.8	0.1439	0.0165	0.1144
XP_015757748.1_aten_0.1.m1.14394.m1	0.1552	687.5	2072.5	0.3262	0.0342	0.1047
XP_015757751.1_aten_0.1.m1.14022.m1	0.1676	532.9	1303.1	0.3874	0.0383	0.0989
XP_015757754.1_aten_0.1.m1.14026.m1	0.1419	259.2	856.8	0.3029	0.0308	0.1018
XP_015757762.1_aten_0.1.m1.14494.m1	0.1106	372.8	1109.2	0.1063	0.0118	0.1113
XP_015757765.1_aten_0.1.m1.14493.m1	0.2602	282.7	734.3	0.2861	0.0512	0.1790
XP_015757767.1_aten_0.1.m1.14794.m1	0.5826	166.1	583.9	0.5179	0.1610	0.3109
XP_015757771.1_aten_0.1.m1.14792.m1	0.0745	61.6	169.4	0.0010	0.0001	0.0929
XP_015757772.1_aten_0.1.m1.14799.m1	0.0926	189.3	617.7	0.1461	0.0130	0.0891
XP_015757773.1_aten_0.1.m1.14798.m1	0.1126	292.5	676.5	0.4049	0.0260	0.0642
XP_015757774.1_aten_0.1.m1.14804.m1	0.1473	364.1	997.9	0.1843	0.0225	0.1220
XP_015757775.1_aten_0.1.m1.14807.m1	0.0924	348.9	950.1	0.0929	0.0085	0.0915
XP_015757787.1_aten_0.1.m1.14812.m1	0.1035	80.3	246.7	0.1172	0.0121	0.1033
XP_015757788.1_aten_0.1.m1.14825.m1	0.3018	437.1	1161.9	0.6934	0.0898	0.1294
XP_015757791.1_aten_0.1.m1.14814.m1	0.1078	150.1	344.9	0.0556	0.0058	0.1051
XP_015757793.1_aten_0.1.m1.35206.m1	0.3827	230.4	768.6	0.3517	0.0895	0.2545
XP_015757800.1_aten_0.1.m1.14836.m1	0.1551	234.4	710.6	0.5631	0.0433	0.0770
XP_015757803.1_aten_0.1.m1.14396.m1	0.1035	224.1	540.9	0.3069	0.0208	0.0677
XP_015757823.1_aten_0.1.m1.29160.m1	0.2133	232.6	706.4	0.2437	0.0402	0.1649
XP_015757837.1_aten_0.1.m1.35429.m1	0.5422	256.9	748.1	0.2480	0.1018	0.4105
XP_015757838.1_aten_0.1.m1.21347.m1	0.1973	603.8	1835.2	0.3147	0.0427	0.1358
XP_015757853.1_aten_0.1.m1.9045.m1	0.2007	180.9	617.1	0.1958	0.0346	0.1769
XP_015757854.1_aten_0.1.m1.9049.m1	0.1659	270.9	467.1	1.0304	0.0559	0.0542
XP_015757855.1_aten_0.1.m1.9041.m1	0.1956	722.5	2067.5	0.3957	0.0467	0.1181
XP_015757857.1_aten_0.1.m1.9036.m1	0.1694	671.9	2160.1	0.3393	0.0386	0.1139
XP_015757864.1_aten_0.1.m1.7643.m1	0.1959	216.6	575.4	0.5215	0.0522	0.1001
XP_015757866.1_aten_0.1.m1.7641.m1	0.1580	483.3	1289.7	0.4237	0.0384	0.0907
XP_015757898.1_aten_0.1.m1.9088.m1	0.1476	2542.0	7961.0	0.3351	0.0332	0.0992
XP_015757900.1_aten_0.1.m1.9083.m1	0.1026	393.5	1190.5	0.1433	0.0138	0.0961
XP_015757906.1_aten_0.1.m1.35238.m1	0.2919	191.4	468.6	0.5434	0.0782	0.1440
XP_015757910.1_aten_0.1.m1.9043.m1	0.0619	231.9	641.1	0.0458	0.0032	0.0689
XP_015757911.1_aten_0.1.m1.9058.m1	0.1628	248.5	831.5	0.4265	0.0414	0.0972
XP_015757912.1_aten_0.1.m1.9050.m1	0.1952	166.5	433.5	0.3843	0.0450	0.1172
XP_015757920.1_aten_0.1.m1.9054.m1	0.0700	509.7	1257.3	0.0973	0.0063	0.0653
XP_015757923.1_aten_0.1.m1.9047.m1	0.1269	459.6	1118.4	0.3368	0.0269	0.0798
XP_015757924.1_aten_0.1.m1.9038.m1	0.1318	396.4	962.6	0.2513	0.0235	0.0935
XP_015757925.1_aten_0.1.m1.9048.m1	0.1888	226.5	739.5	0.2603	0.0378	0.1451
XP_015757927.1_aten_0.1.m1.7307.m1	0.1357	533.8	1476.2	0.3440	0.0300	0.0873
XP_015757940.1_aten_0.1.m1.1753.m1	0.3149	490.1	1801.9	0.2948	0.0695	0.2356
XP_015757943.1_aten_0.1.m1.1731.m1	0.1276	780.4	2342.6	0.1984	0.0212	0.1067
XP_015757945.1_aten_0.1.m1.1736.m1	0.1013	239.4	669.6	0.2859	0.0204	0.0713
XP_015757946.1_aten_0.1.m1.1725.m1	0.3393	285.8	848.2	0.3313	0.0750	0.2263
XP_015757959.1_aten_0.1.m1.38229.m1	0.1513	359.9	1053.1	0.4472	0.0384	0.0858
XP_015757965.1_aten_0.1.m1.7313.m1	0.1840	249.0	651.0	0.3450	0.0402	0.1166
XP_015757967.1_aten_0.1.m1.1749.m1	0.1789	104.8	408.2	0.2028	0.0331	0.1631
XP_015757979.1_aten_0.1.m1.1737.m1	0.0777	227.6	435.4	0.1596	0.0092	0.0578
XP_015757995.1_aten_0.1.m1.1735.m1	0.1511	153.3	485.7	0.4139	0.0376	0.0908
XP_015757996.1_aten_0.1.m1.1726.m1	0.1716	479.6	1503.4	0.3262	0.0381	0.1169
XP_015758011.1_aten_0.1.m1.27769.m1	0.2173	250.2	727.8	0.5652	0.0605	0.1071
XP_015758012.1_aten_0.1.m1.27768.m1	0.1939	756.3	2219.7	0.2925	0.0400	0.1369
XP_015758013.1_aten_0.1.m1.27776.m1	0.1728	2387.9	6561.1	0.3949	0.0409	0.1035
XP_015758014.1_aten_0.1.m1.27779.m1	0.0962	423.6	1175.4	0.1384	0.0121	0.0874
XP_015758015.1_aten_0.1.m1.27781.m1	0.3420	207.9	581.1	0.3489	0.0764	0.2190
XP_015758018.1_aten_0.1.m1.27783.m1	0.2627	205.4	544.6	0.3221	0.0555	0.1724
XP_015758020.1_aten_0.1.m1.7299.m1	0.1388	161.5	471.5	0.3416	0.0310	0.0908
XP_015758021.1_aten_0.1.m1.27789.m1	0.2442	880.3	2638.7	0.3681	0.0570	0.1547
XP_015758022.1_aten_0.1.m1.27793.m1	0.1574	373.4	1162.6	0.3099	0.0340	0.1098
XP_015758023.1_aten_0.1.m1.27792.m1	0.2532	915.7	2501.3	0.3534	0.0566	0.1603
XP_015758024.1_aten_0.1.m1.27795.m1	0.2953	578.4	2082.6	0.2902	0.0643	0.2215
XP_015758026.1_aten_0.1.m1.27799.m1	0.1677	1418.0	4291.0	0.4851	0.0442	0.0912
XP_015758028.1_aten_0.1.m1.27797.m1	0.2605	610.2	1861.8	0.4165	0.0645	0.1549
XP_015758029.1_aten_0.1.m1.27804.m1	0.2655	306.4	1016.6	0.3208	0.0594	0.1851
XP_015758030.1_aten_0.1.m1.27805.m1	0.3810	484.3	1381.7	0.5094	0.1016	0.1994
XP_015758032.1_aten_0.1.m1.7304.m1	0.4807	149.8	414.2	1.2501	0.1692	0.1354
XP_015758033.1_aten_0.1.m1.27767.m1	0.1694	829.4	2236.6	0.3767	0.0390	0.1035
XP_015758041.1_aten_0.1.m1.27774.m1	0.2851	245.7	624.3	0.4634	0.0716	0.1546
XP_015758047.1_aten_0.1.m1.27787.m1	0.1525	411.6	1085.4	0.1902	0.0234	0.1231
XP_015758063.1_aten_0.1.m1.27798.m1	0.3156	74.6	216.4	0.6940	0.0945	0.1362
XP_015758064.1_aten_0.1.m1.27802.m1	0.1235	170.9	441.1	0.4991	0.0322	0.0644
XP_015758070.1_aten_0.1.m1.7292.m1	0.1425	496.4	1513.6	0.2846	0.0293	0.1030
XP_015758088.1_aten_0.1.m1.27809.m1	0.1472	549.3	1589.7	0.2251	0.0260	0.1157
XP_015758094.1_aten_0.1.m1.21184.m1	0.0939	112.2	313.8	0.1027	0.0095	0.0923
XP_015758099.1_aten_0.1.m1.21171.m1	0.1722	949.2	2557.8	0.2410	0.0310	0.1286
XP_015758105.1_aten_0.1.m1.35511.m1	0.2709	1023.9	2660.1	0.8087	0.0847	0.1048
XP_015758114.1_aten_0.1.m1.21180.m1	0.2554	439.5	1306.5	0.5189	0.0690	0.1330
XP_015758139.1_aten_0.1.m1.21164.m1	0.3197	166.0	425.0	1.5439	0.1183	0.0766
XP_015758145.1_aten_0.1.m1.14914.m1	0.1645	702.4	2153.6	0.4165	0.0408	0.0979
XP_015758155.1_aten_0.1.m1.7280.m1	0.3092	172.0	608.0	0.3428	0.0724	0.2113
XP_015758174.1_aten_0.1.m1.35512.m1	0.2261	249.9	734.1	1.1097	0.0773	0.0697
XP_015758179.1_aten_0.1.m1.35507.m1	0.1013	162.3	485.7	0.1990	0.0168	0.0844
XP_015758188.1_aten_0.1.m1.27854.m1	0.2494	676.0	1784.0	0.7524	0.0762	0.1013
XP_015758212.1_aten_0.1.m1.4581.m1	0.5105	325.2	1126.8	0.7620	0.1590	0.2087
XP_015758216.1_aten_0.1.m1.4599.m1	0.2457	223.8	670.2	0.5699	0.0689	0.1209
XP_015758218.1_aten_0.1.m1.16904.m1	0.7066	227.7	684.3	0.6237	0.2047	0.3282
XP_015758219.1_aten_0.1.m1.4609.m1	0.0972	265.9	673.1	0.2692	0.0183	0.0680
XP_015758226.1_aten_0.1.m1.4615.m1	0.3950	359.1	1218.9	0.4555	0.1035	0.2272
XP_015758229.1_aten_0.1.m1.4623.m1	0.1040	263.7	798.3	0.1059	0.0112	0.1057
XP_015758242.1_aten_0.1.m1.4604.m1	0.0960	383.0	994.0	0.1850	0.0144	0.0777
XP_015758244.1_aten_0.1.m1.4605.m1	0.1285	362.8	759.2	0.1291	0.0135	0.1043
XP_015758248.1_aten_0.1.m1.4607.m1	0.0992	178.8	520.2	0.0507	0.0057	0.1127
XP_015758252.1_aten_0.1.m1.4608.m1	0.1283	92.0	325.0	0.0563	0.0091	0.1616
XP_015758255.1_aten_0.1.m1.4617.m1	0.1067	714.6	1751.4	0.0722	0.0075	0.1043
XP_015758259.1_aten_0.1.m1.14913.m1	0.0894	412.3	1315.7	0.2377	0.0169	0.0710
XP_015758265.1_aten_0.1.m1.4621.m1	0.1121	346.3	913.7	0.2093	0.0183	0.0876
XP_015758266.1_aten_0.1.m1.4620.m1	0.1618	195.8	572.2	0.7320	0.0493	0.0674
XP_015758268.1_aten_0.1.m1.4625.m1	0.1014	375.5	878.5	0.1716	0.0138	0.0806
XP_015758278.1_aten_0.1.m1.25134.m1	0.1275	302.0	877.0	0.2177	0.0221	0.1016
XP_015758279.1_aten_0.1.m1.7260.m1	0.1806	452.6	1389.4	0.4185	0.0449	0.1072
XP_015758282.1_aten_0.1.m1.21260.m1	0.9253	138.6	455.4	0.6966	0.2800	0.4019
XP_015758285.1_aten_0.1.m1.21262.m1	0.1765	155.2	612.8	0.3457	0.0426	0.1231
XP_015758287.1_aten_0.1.m1.21255.m1	0.3035	95.8	426.2	0.7066	0.0940	0.1330
XP_015758293.1_aten_0.1.m1.21251.m1	0.1054	284.2	654.8	0.0597	0.0061	0.1020
XP_015758296.1_aten_0.1.m1.7259.m1	0.1322	354.5	845.5	0.2248	0.0218	0.0971
XP_015758327.1_aten_0.1.m1.21252.m1	0.1403	439.2	1270.8	0.2723	0.0277	0.1018
XP_015758329.1_aten_0.1.m1.21250.m1	0.3130	114.0	396.0	0.4970	0.0851	0.1712
XP_015758337.1_aten_0.1.m1.10559.m1	0.1970	601.7	1909.3	0.4269	0.0497	0.1164
XP_015758338.1_aten_0.1.m1.10556.m1	0.1484	451.6	1234.4	0.2867	0.0297	0.1035
XP_015758339.1_aten_0.1.m1.10565.m1	0.1705	620.0	1588.0	0.4309	0.0415	0.0962
XP_015758340.1_aten_0.1.m1.10572.m1	0.1269	207.5	599.5	0.1895	0.0201	0.1063
XP_015758341.1_aten_0.1.m1.10597.m1	0.3094	497.5	1563.5	0.3439	0.0706	0.2053
XP_015758343.1_aten_0.1.m1.10600.m1	0.1133	280.4	799.6	0.0281	0.0038	0.1347
XP_015758349.1_aten_0.1.m1.26721.m1	0.1357	270.2	914.8	0.4936	0.0367	0.0743
XP_015758356.1_aten_0.1.m1.10535.m1	0.1471	206.8	693.2	0.2561	0.0294	0.1148
XP_015758357.1_aten_0.1.m1.10551.m1	0.3564	146.8	441.2	0.8973	0.1155	0.1287
XP_015758361.1_aten_0.1.m1.10549.m1	0.1538	420.4	1178.6	0.3008	0.0318	0.1058
XP_015758362.1_aten_0.1.m1.14918.m1	0.0765	388.2	952.8	0.1229	0.0083	0.0677
XP_015758363.1_aten_0.1.m1.10543.m1	0.1655	268.2	892.8	0.8490	0.0530	0.0624
XP_015758364.1_aten_0.1.m1.10557.m1	0.1152	431.3	1236.7	0.4561	0.0294	0.0644
XP_015758365.1_aten_0.1.m1.10561.m1	0.1075	339.1	1112.9	0.0186	0.0027	0.1446
XP_015758366.1_aten_0.1.m1.10553.m1	0.0951	96.4	260.6	0.0010	0.0001	0.1171
XP_015758368.1_aten_0.1.m1.10560.m1	0.1263	542.4	1641.6	0.3989	0.0306	0.0768
XP_015758369.1_aten_0.1.m1.10564.m1	0.0887	491.6	1287.4	0.1262	0.0101	0.0804
XP_015758373.1_aten_0.1.m1.10563.m1	0.0673	109.0	269.0	0.0010	0.0001	0.0776
